sep=,
"Time","dt_sound_level_dB"
2022-03-17 01:41:00,47
2022-03-17 01:42:00,43
2022-03-17 01:43:00,46
2022-03-17 01:44:00,47
2022-03-17 01:45:00,43
2022-03-17 01:46:00,49
2022-03-17 01:47:00,48
2022-03-17 01:48:00,42
2022-03-17 01:49:00,44
2022-03-17 01:50:00,42
2022-03-17 01:51:00,44
2022-03-17 01:52:00,44
2022-03-17 01:53:00,46
2022-03-17 01:54:00,44
2022-03-17 01:55:00,44
2022-03-17 01:56:00,42
2022-03-17 01:57:00,50
2022-03-17 01:58:00,50
2022-03-17 01:59:00,41
2022-03-17 02:00:00,44
2022-03-17 02:01:00,44
2022-03-17 02:02:00,43
2022-03-17 02:03:00,41
2022-03-17 02:04:00,43
2022-03-17 02:05:00,46
2022-03-17 02:06:00,43
2022-03-17 02:07:00,44
2022-03-17 02:08:00,41
2022-03-17 02:09:00,43
2022-03-17 02:10:00,41
2022-03-17 02:11:00,44
2022-03-17 02:12:00,50
2022-03-17 02:13:00,43
2022-03-17 02:14:00,41
2022-03-17 02:15:00,42
2022-03-17 02:16:00,43
2022-03-17 02:17:00,47
2022-03-17 02:18:00,45
2022-03-17 02:19:00,44
2022-03-17 02:20:00,42
2022-03-17 02:21:00,44
2022-03-17 02:22:00,39
2022-03-17 02:23:00,39
2022-03-17 02:24:00,43
2022-03-17 02:25:00,39
2022-03-17 02:26:00,45
2022-03-17 02:27:00,40
2022-03-17 02:28:00,39
2022-03-17 02:29:00,41
2022-03-17 03:31:00,49
2022-03-17 03:32:00,42
2022-03-17 03:33:00,48
2022-03-17 03:34:00,41
2022-03-17 03:35:00,43
2022-03-17 03:36:00,43
2022-03-17 03:37:00,46
2022-03-17 03:38:00,47
2022-03-17 03:39:00,47
2022-03-17 03:40:00,45
2022-03-17 04:20:00,45
2022-03-17 04:21:00,45
2022-03-17 04:22:00,43
2022-03-17 04:23:00,46
2022-03-17 04:24:00,43
2022-03-17 04:25:00,46
2022-03-17 04:26:00,46
2022-03-17 04:27:00,44
2022-03-17 04:28:00,47
2022-03-17 04:29:00,44
2022-03-17 04:30:00,45
2022-03-17 04:32:00,45
2022-03-17 04:33:00,54
2022-03-17 04:34:00,44
2022-03-17 04:35:00,44
2022-03-17 04:36:00,45
2022-03-17 04:37:00,51
2022-03-17 04:38:00,47
2022-03-17 04:39:00,49
2022-03-17 04:40:00,45
2022-03-17 04:41:00,49
2022-03-17 04:42:00,49
2022-03-17 04:43:00,40
2022-03-17 04:44:00,40
2022-03-17 04:45:00,48
2022-03-17 04:46:00,53
2022-03-17 04:47:00,44
2022-03-17 04:48:00,50
2022-03-17 04:49:00,46
2022-03-17 04:50:00,40
2022-03-17 06:41:00,55
2022-03-17 06:42:00,45
2022-03-17 06:43:00,48
2022-03-17 06:44:00,57
2022-03-17 06:45:00,54
2022-03-17 06:46:00,60
2022-03-17 06:47:00,60
2022-03-17 06:48:00,54
2022-03-17 06:49:00,50
2022-03-17 06:50:00,47
2022-03-17 06:51:00,58
2022-03-17 06:52:00,56
2022-03-17 06:53:00,61
2022-03-17 06:54:00,58
2022-03-17 06:55:00,56
2022-03-17 06:56:00,55
2022-03-17 06:57:00,50
2022-03-17 06:58:00,55
2022-03-17 06:59:00,58
2022-03-17 07:00:00,63
2022-03-17 07:51:00,59
2022-03-17 07:52:00,64
2022-03-17 07:53:00,59
2022-03-17 07:54:00,58
2022-03-17 07:55:00,62
2022-03-17 07:56:00,60
2022-03-17 07:57:00,61
2022-03-17 07:58:00,64
2022-03-17 07:59:00,62
2022-03-17 08:00:00,56
2022-03-17 08:01:00,63
2022-03-17 08:02:00,61
2022-03-17 08:03:00,57
2022-03-17 08:04:00,63
2022-03-17 08:05:00,61
2022-03-17 08:06:00,56
2022-03-17 08:07:00,61
2022-03-17 08:08:00,62
2022-03-17 08:09:00,58
2022-03-17 08:10:00,63
2022-03-17 08:11:00,62
2022-03-17 08:12:00,59
2022-03-17 08:13:00,61
2022-03-17 08:14:00,63
2022-03-17 08:15:00,61
2022-03-17 08:16:00,60
2022-03-17 08:17:00,62
2022-03-17 08:18:00,60
2022-03-17 08:19:00,58
2022-03-17 09:11:00,64
2022-03-17 09:12:00,59
2022-03-17 09:13:00,60
2022-03-17 09:14:00,64
2022-03-17 09:15:00,59
2022-03-17 09:16:00,60
2022-03-17 09:17:00,65
2022-03-17 09:18:00,60
2022-03-17 09:19:00,60
2022-03-17 09:20:00,64
2022-03-17 09:21:00,60
2022-03-17 09:22:00,60
2022-03-17 09:23:00,65
2022-03-17 09:24:00,61
2022-03-17 09:25:00,58
2022-03-17 09:26:00,63
2022-03-17 09:28:00,60
2022-03-17 09:28:00,61
2022-03-17 09:30:00,64
2022-03-17 10:01:00,62
2022-03-17 10:02:00,64
2022-03-17 10:03:00,60
2022-03-17 10:04:00,62
2022-03-17 10:05:00,62
2022-03-17 10:06:00,59
2022-03-17 10:07:00,62
2022-03-17 10:08:00,64
2022-03-17 10:09:00,57
2022-03-17 10:10:00,60
2022-03-17 10:41:00,59
2022-03-17 10:42:00,63
2022-03-17 10:43:00,67
2022-03-17 10:44:00,58
2022-03-17 10:45:00,58
2022-03-17 10:46:00,64
2022-03-17 10:47:00,56
2022-03-17 10:48:00,56
2022-03-17 10:49:00,67
2022-03-17 10:50:00,60
2022-03-17 11:41:00,60
2022-03-17 11:42:00,60
2022-03-17 11:43:00,64
2022-03-17 11:44:00,61
2022-03-17 11:45:00,57
2022-03-17 11:46:00,65
2022-03-17 11:47:00,60
2022-03-17 11:48:00,60
2022-03-17 11:49:00,65
2022-03-17 11:50:00,61
2022-03-17 12:11:00,64
2022-03-17 12:12:00,56
2022-03-17 12:13:00,61
2022-03-17 12:14:00,64
2022-03-17 12:15:00,61
2022-03-17 12:16:00,59
2022-03-17 12:17:00,66
2022-03-17 12:18:00,59
2022-03-17 12:19:00,59
2022-03-17 12:31:00,64
2022-03-17 12:32:00,55
2022-03-17 12:33:00,64
2022-03-17 12:34:00,64
2022-03-17 12:35:00,58
2022-03-17 12:36:00,60
2022-03-17 12:37:00,62
2022-03-17 12:38:00,57
2022-03-17 12:39:00,65
2022-03-17 12:40:00,63
2022-03-17 12:41:00,58
2022-03-17 12:42:00,61
2022-03-17 12:43:00,65
2022-03-17 12:44:00,58
2022-03-17 12:45:00,65
2022-03-17 12:46:00,65
2022-03-17 12:47:00,59
2022-03-17 12:48:00,60
2022-03-17 12:49:00,69
2022-03-17 12:50:00,63
2022-03-17 12:51:00,61
2022-03-17 12:52:00,65
2022-03-17 12:53:00,62
2022-03-17 12:54:00,61
2022-03-17 12:55:00,66
2022-03-17 12:56:00,61
2022-03-17 12:57:00,55
2022-03-17 12:58:00,63
2022-03-17 12:59:00,63
2022-03-17 13:00:00,56
2022-03-17 13:11:00,66
2022-03-17 13:12:00,56
2022-03-17 13:13:00,59
2022-03-17 13:14:00,66
2022-03-17 13:15:00,58
2022-03-17 13:16:00,61
2022-03-17 13:17:00,69
2022-03-17 13:18:00,60
2022-03-17 13:19:00,60
2022-03-17 13:41:00,58
2022-03-17 13:42:00,63
2022-03-17 13:43:00,66
2022-03-17 13:44:00,62
2022-03-17 13:45:00,57
2022-03-17 13:46:00,65
2022-03-17 13:47:00,58
2022-03-17 13:48:00,60
2022-03-17 13:49:00,66
2022-03-17 13:50:00,58
2022-03-17 14:01:00,65
2022-03-17 14:02:00,62
2022-03-17 14:03:00,56
2022-03-17 14:04:00,62
2022-03-17 14:05:00,67
2022-03-17 14:06:00,57
2022-03-17 14:07:00,62
2022-03-17 14:08:00,64
2022-03-17 14:09:00,60
2022-03-17 14:10:00,60
2022-03-17 14:11:00,65
2022-03-17 14:12:00,60
2022-03-17 14:13:00,57
2022-03-17 14:14:00,64
2022-03-17 14:15:00,58
2022-03-17 14:16:00,59
2022-03-17 14:17:00,64
2022-03-17 14:18:00,66
2022-03-17 14:19:00,58
2022-03-17 14:20:00,65
2022-03-17 14:21:00,61
2022-03-17 14:22:00,56
2022-03-17 14:24:00,61
2022-03-17 14:24:00,66
2022-03-17 14:25:00,56
2022-03-17 14:26:00,65
2022-03-17 14:28:00,64
2022-03-17 14:29:00,57
2022-03-17 14:30:00,65
2022-03-17 14:41:00,57
2022-03-17 14:42:00,57
2022-03-17 14:43:00,68
2022-03-17 14:44:00,58
2022-03-17 14:45:00,62
2022-03-17 14:46:00,66
2022-03-17 14:47:00,59
2022-03-17 14:48:00,59
2022-03-17 14:49:00,64
2022-03-17 14:50:00,58
2022-03-17 16:31:00,62
2022-03-17 16:32:00,60
2022-03-17 16:33:00,63
2022-03-17 16:34:00,61
2022-03-17 16:35:00,57
2022-03-17 16:36:00,62
2022-03-17 16:37:00,63
2022-03-17 16:38:00,57
2022-03-17 16:39:00,61
2022-03-17 16:40:00,63
2022-03-17 18:31:00,62
2022-03-17 18:32:00,53
2022-03-17 18:33:00,58
2022-03-17 18:34:00,63
2022-03-17 18:35:00,53
2022-03-17 18:36:00,61
2022-03-17 18:37:00,65
2022-03-17 18:38:00,53
2022-03-17 18:39:00,60
2022-03-17 18:40:00,63
2022-03-17 18:41:00,55
2022-03-17 18:42:00,56
2022-03-17 18:43:00,63
2022-03-17 18:44:00,56
2022-03-17 18:45:00,53
2022-03-17 18:46:00,63
2022-03-17 18:47:00,56
2022-03-17 18:48:00,57
2022-03-17 18:49:00,62
2022-03-17 18:50:00,57
2022-03-17 18:51:00,56
2022-03-17 18:52:00,63
2022-03-17 18:53:00,60
2022-03-17 18:54:00,53
2022-03-17 18:55:00,61
2022-03-17 18:56:00,61
2022-03-17 18:57:00,51
2022-03-17 18:58:00,63
2022-03-17 18:59:00,62
2022-03-17 19:00:00,56
2022-03-17 19:01:00,58
2022-03-17 19:02:00,61
2022-03-17 19:03:00,53
2022-03-17 19:04:00,55
2022-03-17 19:05:00,61
2022-03-17 19:06:00,53
2022-03-17 19:07:00,57
2022-03-17 19:08:00,63
2022-03-17 19:09:00,54
2022-03-17 19:10:00,57
2022-03-17 19:21:00,60
2022-03-17 19:22:00,52
2022-03-17 19:24:00,63
2022-03-17 19:25:00,52
2022-03-17 19:25:00,59
2022-03-17 19:27:00,59
2022-03-17 19:28:00,59
2022-03-17 19:28:00,60
2022-03-17 19:30:00,58
2022-03-17 20:31:00,54
2022-03-17 20:32:00,60
2022-03-17 20:33:00,60
2022-03-17 20:34:00,60
2022-03-17 20:35:00,58
2022-03-17 20:36:00,55
2022-03-17 20:37:00,55
2022-03-17 20:38:00,52
2022-03-17 20:39:00,58
2022-03-17 20:40:00,60
2022-03-17 20:51:00,51
2022-03-17 20:52:00,55
2022-03-17 20:53:00,59
2022-03-17 20:54:00,59
2022-03-17 20:55:00,56
2022-03-17 20:56:00,52
2022-03-17 20:57:00,52
2022-03-17 20:58:00,54
2022-03-17 20:59:00,56
2022-03-17 21:00:00,59
2022-03-17 21:01:00,60
2022-03-17 21:02:00,52
2022-03-17 21:03:00,50
2022-03-17 21:04:00,48
2022-03-17 21:05:00,51
2022-03-17 21:06:00,56
2022-03-17 21:07:00,60
2022-03-17 21:08:00,59
2022-03-17 21:09:00,53
2022-03-17 21:10:00,47

