sep=,
"Time","dt_sound_level_dB"
2022-03-16 20:38:00,58
2022-03-16 20:39:00,54
2022-03-16 20:40:00,55
2022-03-16 20:41:00,57
2022-03-16 20:42:00,59
2022-03-16 20:43:00,59
2022-03-16 20:44:00,63
2022-03-16 20:45:00,58
2022-03-16 20:46:00,62
2022-03-16 20:47:00,60
2022-03-16 20:48:00,60
2022-03-16 20:49:00,61
2022-03-16 20:50:00,61
2022-03-16 20:51:00,60
2022-03-16 21:02:00,59
2022-03-16 21:03:00,55
2022-03-16 21:04:00,58
2022-03-16 21:05:00,60
2022-03-16 21:06:00,58
2022-03-16 21:07:00,56
2022-03-16 21:08:00,59
2022-03-16 21:09:00,60
2022-03-16 21:10:00,56
2022-03-16 21:11:00,54
2022-03-16 21:12:00,58
2022-03-16 21:13:00,56
2022-03-16 21:14:00,55
2022-03-16 21:15:00,59
2022-03-16 21:16:00,58
2022-03-16 21:17:00,56
2022-03-16 21:18:00,54
2022-03-16 21:19:00,58
2022-03-16 21:20:00,54
2022-03-16 21:21:00,54
2022-03-16 21:23:00,57
2022-03-16 21:24:00,59
2022-03-16 21:25:00,54
2022-03-16 21:26:00,55
2022-03-16 21:27:00,58
2022-03-16 21:28:00,55
2022-03-16 21:29:00,57
2022-03-16 21:30:00,55
2022-03-16 21:31:00,55
2022-03-16 21:32:00,55
2022-03-16 21:33:00,55
2022-03-16 21:34:00,54
2022-03-16 21:35:00,54
2022-03-16 21:36:00,57
2022-03-16 21:37:00,57
2022-03-16 21:38:00,57
2022-03-16 21:39:00,53
2022-03-16 21:40:00,58
2022-03-16 21:41:00,55
2022-03-16 22:42:00,54
2022-03-16 22:43:00,54
2022-03-16 22:44:00,55
2022-03-16 22:45:00,55
2022-03-16 22:46:00,53
2022-03-16 22:47:00,55
2022-03-16 22:48:00,56
2022-03-16 22:49:00,56
2022-03-16 22:50:00,57
2022-03-16 22:51:00,54
2022-03-16 23:23:00,57
2022-03-16 23:24:00,61
2022-03-16 23:25:00,54
2022-03-16 23:26:00,52
2022-03-16 23:27:00,52
2022-03-16 23:28:00,52
2022-03-16 23:29:00,52
2022-03-16 23:30:00,52
2022-03-16 23:31:00,53
2022-03-17 00:42:00,48
2022-03-17 00:43:00,48
2022-03-17 00:44:00,48
2022-03-17 00:45:00,51
2022-03-17 00:46:00,47
2022-03-17 00:47:00,46
2022-03-17 00:48:00,51
2022-03-17 00:49:00,47
2022-03-17 00:50:00,46
2022-03-17 00:51:00,48
2022-03-17 01:02:00,49
2022-03-17 01:03:00,49
2022-03-17 01:04:00,50
2022-03-17 01:05:00,47
2022-03-17 01:06:00,49
2022-03-17 01:07:00,48
2022-03-17 01:08:00,50
2022-03-17 01:09:00,49
2022-03-17 01:10:00,49
2022-03-17 01:11:00,47
2022-03-17 01:12:00,50
2022-03-17 01:13:00,52
2022-03-17 01:14:00,51
2022-03-17 01:15:00,48
2022-03-17 01:16:00,49
2022-03-17 01:17:00,47
2022-03-17 01:18:00,50
2022-03-17 01:19:00,51
2022-03-17 01:20:00,55
2022-03-17 01:21:00,47
2022-03-17 01:23:00,49
2022-03-17 01:24:00,47
2022-03-17 01:25:00,49
2022-03-17 01:26:00,47
2022-03-17 01:27:00,48
2022-03-17 01:28:00,49
2022-03-17 01:29:00,49
2022-03-17 01:30:00,52
2022-03-17 01:31:00,53
2022-03-17 01:32:00,48
2022-03-17 01:33:00,47
2022-03-17 01:34:00,49
2022-03-17 01:35:00,47
2022-03-17 01:36:00,48
2022-03-17 01:37:00,49
2022-03-17 01:38:00,49
2022-03-17 01:39:00,50
2022-03-17 01:40:00,49
2022-03-17 01:41:00,48
2022-03-17 01:42:00,48
2022-03-17 01:43:00,50
2022-03-17 01:44:00,48
2022-03-17 01:45:00,50
2022-03-17 01:46:00,47
2022-03-17 01:47:00,46
2022-03-17 01:48:00,48
2022-03-17 01:49:00,47
2022-03-17 01:50:00,48
2022-03-17 01:51:00,48
2022-03-17 02:12:00,48
2022-03-17 02:13:00,51
2022-03-17 02:14:00,47
2022-03-17 02:15:00,48
2022-03-17 02:16:00,53
2022-03-17 02:17:00,51
2022-03-17 02:18:00,52
2022-03-17 02:19:00,54
2022-03-17 02:20:00,47
2022-03-17 02:22:00,47
2022-03-17 02:42:00,48
2022-03-17 02:43:00,47
2022-03-17 02:44:00,49
2022-03-17 02:45:00,48
2022-03-17 02:46:00,47
2022-03-17 02:47:00,50
2022-03-17 02:48:00,46
2022-03-17 02:49:00,48
2022-03-17 02:50:00,46
2022-03-17 02:51:00,46
2022-03-17 03:23:00,46
2022-03-17 03:24:00,46
2022-03-17 03:25:00,49
2022-03-17 03:26:00,46
2022-03-17 03:27:00,50
2022-03-17 03:28:00,48
2022-03-17 03:29:00,48
2022-03-17 03:30:00,48
2022-03-17 03:31:00,47
2022-03-17 03:32:00,50
2022-03-17 03:33:00,49
2022-03-17 03:34:00,50
2022-03-17 03:35:00,46
2022-03-17 03:36:00,48
2022-03-17 03:37:00,48
2022-03-17 03:38:00,47
2022-03-17 03:39:00,47
2022-03-17 03:40:00,48
2022-03-17 03:41:00,46
2022-03-17 03:52:00,46
2022-03-17 03:53:00,50
2022-03-17 03:54:00,46
2022-03-17 03:55:00,47
2022-03-17 03:56:00,51
2022-03-17 03:57:00,47
2022-03-17 03:58:00,48
2022-03-17 03:59:00,50
2022-03-17 04:00:00,48
2022-03-17 04:01:00,50
2022-03-17 04:02:00,48
2022-03-17 04:03:00,52
2022-03-17 04:04:00,50
2022-03-17 04:05:00,51
2022-03-17 04:06:00,49
2022-03-17 04:07:00,51
2022-03-17 04:08:00,49
2022-03-17 04:09:00,49
2022-03-17 04:10:00,47
2022-03-17 04:11:00,47
2022-03-17 04:12:00,48
2022-03-17 04:13:00,48
2022-03-17 04:14:00,49
2022-03-17 04:15:00,46
2022-03-17 04:16:00,45
2022-03-17 04:17:00,47
2022-03-17 04:18:00,49
2022-03-17 04:19:00,46
2022-03-17 04:20:00,47
2022-03-17 04:22:00,50
2022-03-17 07:02:00,54
2022-03-17 07:03:00,64
2022-03-17 07:04:00,54
2022-03-17 07:05:00,51
2022-03-17 07:06:00,59
2022-03-17 07:07:00,55
2022-03-17 07:08:00,53
2022-03-17 07:09:00,57
2022-03-17 07:10:00,55
2022-03-17 07:11:00,56
2022-03-17 07:12:00,61
2022-03-17 07:13:00,58
2022-03-17 07:14:00,54
2022-03-17 07:15:00,61
2022-03-17 07:16:00,59
2022-03-17 07:17:00,55
2022-03-17 07:18:00,58
2022-03-17 07:19:00,58
2022-03-17 07:21:00,57
2022-03-17 07:22:00,55
2022-03-17 07:33:00,56
2022-03-17 07:34:00,59
2022-03-17 07:35:00,61
2022-03-17 07:36:00,56
2022-03-17 07:37:00,58
2022-03-17 07:38:00,63
2022-03-17 07:39:00,57
2022-03-17 07:40:00,57
2022-03-17 07:41:00,62
2022-03-17 08:42:00,59
2022-03-17 08:43:00,60
2022-03-17 08:44:00,65
2022-03-17 08:45:00,58
2022-03-17 08:46:00,58
2022-03-17 08:47:00,64
2022-03-17 08:48:00,60
2022-03-17 08:49:00,59
2022-03-17 08:50:00,64
2022-03-17 08:51:00,62
2022-03-17 08:52:00,59
2022-03-17 08:53:00,62
2022-03-17 08:54:00,60
2022-03-17 08:55:00,57
2022-03-17 08:56:00,60
2022-03-17 08:57:00,62
2022-03-17 08:58:00,56
2022-03-17 08:59:00,61
2022-03-17 09:00:00,63
2022-03-17 09:01:00,58
2022-03-17 09:02:00,59
2022-03-17 09:03:00,63
2022-03-17 09:04:00,58
2022-03-17 09:05:00,58
2022-03-17 09:06:00,62
2022-03-17 09:07:00,58
2022-03-17 09:08:00,58
2022-03-17 09:09:00,66
2022-03-17 09:10:00,57
2022-03-17 09:11:00,58
2022-03-17 10:12:00,62
2022-03-17 10:13:00,59
2022-03-17 10:14:00,62
2022-03-17 10:15:00,65
2022-03-17 10:16:00,62
2022-03-17 10:17:00,62
2022-03-17 10:18:00,61
2022-03-17 10:19:00,59
2022-03-17 10:20:00,62
2022-03-17 10:22:00,63
2022-03-17 10:23:00,65
2022-03-17 10:24:00,66
2022-03-17 10:25:00,60
2022-03-17 10:26:00,62
2022-03-17 10:27:00,60
2022-03-17 10:28:00,62
2022-03-17 10:29:00,67
2022-03-17 10:30:00,67
2022-03-17 10:31:00,63
2022-03-17 10:32:00,61
2022-03-17 11:42:00,64
2022-03-17 11:43:00,67
2022-03-17 11:44:00,65
2022-03-17 11:45:00,62
2022-03-17 11:46:00,60
2022-03-17 11:47:00,63
2022-03-17 11:48:00,65
2022-03-17 11:49:00,67
2022-03-17 11:50:00,71
2022-03-17 11:51:00,63
2022-03-17 11:52:00,64
2022-03-17 11:53:00,61
2022-03-17 11:54:00,61
2022-03-17 11:55:00,69
2022-03-17 11:56:00,67
2022-03-17 11:57:00,66
2022-03-17 11:58:00,63
2022-03-17 11:59:00,62
2022-03-17 12:00:00,62
2022-03-17 12:01:00,65
2022-03-17 12:02:00,68
2022-03-17 12:03:00,67
2022-03-17 12:04:00,66
2022-03-17 12:05:00,63
2022-03-17 12:06:00,64
2022-03-17 12:07:00,62
2022-03-17 12:08:00,65
2022-03-17 12:09:00,70
2022-03-17 12:10:00,66
2022-03-17 12:11:00,65
2022-03-17 12:12:00,65
2022-03-17 12:13:00,61
2022-03-17 12:14:00,66
2022-03-17 12:15:00,66
2022-03-17 12:16:00,66
2022-03-17 12:17:00,67
2022-03-17 12:18:00,64
2022-03-17 12:19:00,63
2022-03-17 12:20:00,62
2022-03-17 12:22:00,68
2022-03-17 12:23:00,69
2022-03-17 12:24:00,67
2022-03-17 12:25:00,65
2022-03-17 12:26:00,65
2022-03-17 12:27:00,61
2022-03-17 12:28:00,65
2022-03-17 12:29:00,69
2022-03-17 12:30:00,66
2022-03-17 12:31:00,65
2022-03-17 12:32:00,65
2022-03-17 12:42:00,67
2022-03-17 12:43:00,69
2022-03-17 12:44:00,65
2022-03-17 12:45:00,65
2022-03-17 12:46:00,70
2022-03-17 12:47:00,64
2022-03-17 12:48:00,67
2022-03-17 12:49:00,68
2022-03-17 12:50:00,63
2022-03-17 12:51:00,64
2022-03-17 13:02:00,67
2022-03-17 13:03:00,66
2022-03-17 13:04:00,65
2022-03-17 13:05:00,64
2022-03-17 13:06:00,62
2022-03-17 13:07:00,62
2022-03-17 13:08:00,69
2022-03-17 13:09:00,69
2022-03-17 13:10:00,66
2022-03-17 13:11:00,68
2022-03-17 13:23:00,69
2022-03-17 13:24:00,66
2022-03-17 13:25:00,64
2022-03-17 13:26:00,67
2022-03-17 13:27:00,65
2022-03-17 13:28:00,64
2022-03-17 13:29:00,65
2022-03-17 13:30:00,65
2022-03-17 13:31:00,63
2022-03-17 13:32:00,62
2022-03-17 13:43:00,65
2022-03-17 13:44:00,64
2022-03-17 13:45:00,63
2022-03-17 13:46:00,64
2022-03-17 13:47:00,67
2022-03-17 13:48:00,64
2022-03-17 13:49:00,69
2022-03-17 13:50:00,64
2022-03-17 13:51:00,64
2022-03-17 14:02:00,64
2022-03-17 14:03:00,67
2022-03-17 14:04:00,64
2022-03-17 14:05:00,61
2022-03-17 14:06:00,61
2022-03-17 14:07:00,62
2022-03-17 14:08:00,63
2022-03-17 14:09:00,64
2022-03-17 14:10:00,62
2022-03-17 14:11:00,60
2022-03-17 14:12:00,58
2022-03-17 14:13:00,59
2022-03-17 14:14:00,63
2022-03-17 14:15:00,64
2022-03-17 14:16:00,63
2022-03-17 14:17:00,60
2022-03-17 14:18:00,59
2022-03-17 14:19:00,60
2022-03-17 14:21:00,60
2022-03-17 14:22:00,64
2022-03-17 16:23:00,62
2022-03-17 16:24:00,59
2022-03-17 16:25:00,61
2022-03-17 16:26:00,63
2022-03-17 16:27:00,59
2022-03-17 16:28:00,63
2022-03-17 16:29:00,63
2022-03-17 16:30:00,59
2022-03-17 16:31:00,62
2022-03-17 16:32:00,64
2022-03-17 16:33:00,60
2022-03-17 16:34:00,61
2022-03-17 16:35:00,64
2022-03-17 16:36:00,57
2022-03-17 16:37:00,60
2022-03-17 16:38:00,64
2022-03-17 16:39:00,60
2022-03-17 16:40:00,57
2022-03-17 16:41:00,65
2022-03-17 16:42:00,60
2022-03-17 16:52:00,57
2022-03-17 16:53:00,62
2022-03-17 16:54:00,62
2022-03-17 16:55:00,59
2022-03-17 16:56:00,62
2022-03-17 16:57:00,62
2022-03-17 16:58:00,60
2022-03-17 16:59:00,60
2022-03-17 17:00:00,64
2022-03-17 17:01:00,58
2022-03-17 17:02:00,62
2022-03-17 17:03:00,63
2022-03-17 17:04:00,58
2022-03-17 17:05:00,59
2022-03-17 17:06:00,63
2022-03-17 17:07:00,61
2022-03-17 17:08:00,57
2022-03-17 17:09:00,64
2022-03-17 17:10:00,59
2022-03-17 17:11:00,59
2022-03-17 17:23:00,63
2022-03-17 17:24:00,57
2022-03-17 17:25:00,61
2022-03-17 17:26:00,62
2022-03-17 17:27:00,59
2022-03-17 17:28:00,59
2022-03-17 17:29:00,63
2022-03-17 17:30:00,58
2022-03-17 17:31:00,59
2022-03-17 17:32:00,64
2022-03-17 18:52:00,57
2022-03-17 18:53:00,64
2022-03-17 18:54:00,64
2022-03-17 18:55:00,55
2022-03-17 18:56:00,58
2022-03-17 18:57:00,62
2022-03-17 18:58:00,57
2022-03-17 18:59:00,62
2022-03-17 19:00:00,60
2022-03-17 19:01:00,57
2022-03-17 19:12:00,60
2022-03-17 19:13:00,60
2022-03-17 19:14:00,57
2022-03-17 19:15:00,59
2022-03-17 19:16:00,60
2022-03-17 19:17:00,57
2022-03-17 19:18:00,58
2022-03-17 19:20:00,62
2022-03-17 19:21:00,55
2022-03-17 19:22:00,59
2022-03-17 19:52:00,59
2022-03-17 19:53:00,60
2022-03-17 19:54:00,56
2022-03-17 19:55:00,60
2022-03-17 19:56:00,63
2022-03-17 19:57:00,60
2022-03-17 19:58:00,59
2022-03-17 19:59:00,58
2022-03-17 20:00:00,59
2022-03-17 20:01:00,57
2022-03-17 20:02:00,60
2022-03-17 20:03:00,60
2022-03-17 20:04:00,59
2022-03-17 20:05:00,56
2022-03-17 20:06:00,56
2022-03-17 20:07:00,57
2022-03-17 20:08:00,60
2022-03-17 20:09:00,60
2022-03-17 20:10:00,58
2022-03-17 20:11:00,56
2022-03-17 20:12:00,56
2022-03-17 20:13:00,58
2022-03-17 20:14:00,61
2022-03-17 20:15:00,59
2022-03-17 20:16:00,63
2022-03-17 20:17:00,57
2022-03-17 20:19:00,59
2022-03-17 20:20:00,60
2022-03-17 20:21:00,57
2022-03-17 20:22:00,58
2022-03-17 20:23:00,56
2022-03-17 20:24:00,59
2022-03-17 20:25:00,62
2022-03-17 20:26:00,58
2022-03-17 20:27:00,57
2022-03-17 20:28:00,57
2022-03-17 20:29:00,59
2022-03-17 20:30:00,62
2022-03-17 20:31:00,60
2022-03-17 20:32:00,56
2022-03-17 20:33:00,56
2022-03-17 20:34:00,59
2022-03-17 20:35:00,58
2022-03-17 20:36:00,59
2022-03-17 20:37:00,60
2022-03-17 20:38:00,60
2022-03-17 20:39:00,56
2022-03-17 20:40:00,58
2022-03-17 20:41:00,57
2022-03-17 20:42:00,61
2022-03-17 21:02:00,58
2022-03-17 21:03:00,60
2022-03-17 21:04:00,59
2022-03-17 21:05:00,55
2022-03-17 21:06:00,56
2022-03-17 21:07:00,57
2022-03-17 21:08:00,57
2022-03-17 21:09:00,58
2022-03-17 21:10:00,59
2022-03-17 21:11:00,59
2022-03-17 21:12:00,56
2022-03-17 21:13:00,55
2022-03-17 21:14:00,56
2022-03-17 21:15:00,59
2022-03-17 21:16:00,59
2022-03-17 21:17:00,57
2022-03-17 21:18:00,56
2022-03-17 21:20:00,55
2022-03-17 21:21:00,55
2022-03-17 21:22:00,57

