sep=,
"Time","dt_sound_level_dB"
2022-03-17 09:14:00,62
2022-03-17 09:15:00,61
2022-03-17 09:16:00,61
2022-03-17 09:27:00,62
2022-03-17 09:28:00,61
2022-03-17 09:29:00,61
2022-03-17 09:30:00,57
2022-03-17 09:31:00,59
2022-03-17 09:33:00,59
2022-03-17 09:34:00,60
2022-03-17 09:35:00,62
2022-03-17 09:36:00,63
2022-03-17 09:37:00,61
2022-03-17 09:48:00,61
2022-03-17 09:49:00,59
2022-03-17 09:50:00,60
2022-03-17 09:51:00,60
2022-03-17 09:52:00,56
2022-03-17 09:53:00,60
2022-03-17 09:54:00,60
2022-03-17 09:55:00,61
2022-03-17 09:56:00,61
2022-03-17 09:57:00,60
2022-03-17 10:07:00,59
2022-03-17 10:08:00,61
2022-03-17 10:09:00,62
2022-03-17 10:10:00,58
2022-03-17 10:11:00,56
2022-03-17 10:12:00,57
2022-03-17 10:13:00,57
2022-03-17 10:14:00,58
2022-03-17 10:15:00,60
2022-03-17 10:16:00,62
2022-03-17 10:17:00,62
2022-03-17 10:18:00,59
2022-03-17 10:19:00,57
2022-03-17 10:20:00,56
2022-03-17 10:21:00,57
2022-03-17 10:22:00,62
2022-03-17 10:23:00,58
2022-03-17 10:24:00,62
2022-03-17 10:25:00,57
2022-03-17 10:26:00,59
2022-03-17 10:27:00,60
2022-03-17 10:28:00,61
2022-03-17 10:29:00,62
2022-03-17 10:30:00,60
2022-03-17 10:31:00,60
2022-03-17 10:32:00,62
2022-03-17 10:34:00,61
2022-03-17 10:35:00,58
2022-03-17 10:36:00,60
2022-03-17 10:37:00,60
2022-03-17 10:48:00,60
2022-03-17 10:49:00,56
2022-03-17 10:50:00,64
2022-03-17 10:51:00,60
2022-03-17 10:52:00,54
2022-03-17 10:53:00,61
2022-03-17 10:54:00,56
2022-03-17 10:55:00,56
2022-03-17 10:56:00,64
2022-03-17 10:57:00,60
2022-03-17 11:17:00,59
2022-03-17 11:18:00,56
2022-03-17 11:19:00,59
2022-03-17 11:20:00,58
2022-03-17 11:21:00,61
2022-03-17 11:22:00,62
2022-03-17 11:23:00,64
2022-03-17 11:24:00,60
2022-03-17 11:25:00,59
2022-03-17 11:26:00,56
2022-03-17 11:28:00,62
2022-03-17 11:29:00,63
2022-03-17 11:30:00,63
2022-03-17 11:31:00,59
2022-03-17 11:32:00,61
2022-03-17 11:33:00,59
2022-03-17 11:34:00,60
2022-03-17 11:35:00,60
2022-03-17 11:36:00,60
2022-03-17 11:37:00,59
2022-03-17 11:48:00,59
2022-03-17 11:49:00,62
2022-03-17 11:50:00,64
2022-03-17 11:51:00,65
2022-03-17 11:52:00,62
2022-03-17 11:53:00,59
2022-03-17 11:54:00,58
2022-03-17 11:55:00,62
2022-03-17 11:56:00,63
2022-03-17 11:57:00,60
2022-03-17 12:36:00,63
2022-03-17 12:52:00,61
2022-03-17 12:53:00,59
2022-03-17 12:54:00,60
2022-03-17 12:55:00,61
2022-03-17 12:56:00,64
2022-03-17 12:57:00,60
2022-03-17 12:58:00,64
2022-03-17 12:59:00,62
2022-03-17 13:00:00,59
2022-03-17 13:01:00,59
2022-03-17 13:32:00,62
2022-03-17 13:33:00,63
2022-03-17 13:34:00,61
2022-03-17 13:35:00,60
2022-03-17 13:36:00,61
2022-03-17 13:37:00,60
2022-03-17 13:38:00,63
2022-03-17 13:39:00,62
2022-03-17 13:40:00,58
2022-03-17 13:41:00,59
2022-03-17 13:42:00,60
2022-03-17 13:43:00,57
2022-03-17 13:44:00,57
2022-03-17 13:45:00,61
2022-03-17 13:46:00,58
2022-03-17 13:47:00,62
2022-03-17 13:48:00,62
2022-03-17 13:49:00,60
2022-03-17 13:50:00,58
2022-03-17 13:51:00,57
2022-03-17 13:52:00,58
2022-03-17 13:53:00,58
2022-03-17 13:54:00,59
2022-03-17 13:55:00,60
2022-03-17 13:56:00,60
2022-03-17 13:57:00,61
2022-03-17 13:58:00,60
2022-03-17 13:59:00,59
2022-03-17 14:00:00,61
2022-03-17 14:01:00,58
2022-03-17 14:02:00,56
2022-03-17 14:04:00,62
2022-03-17 14:05:00,59
2022-03-17 14:05:00,62
2022-03-17 14:06:00,62
2022-03-17 14:08:00,59
2022-03-17 14:09:00,58
2022-03-17 14:09:00,60
2022-03-17 14:11:00,60
2022-03-17 14:12:00,60
2022-03-17 14:13:00,61
2022-03-17 14:14:00,58
2022-03-17 14:15:00,61
2022-03-17 14:16:00,59
2022-03-17 14:17:00,58
2022-03-17 14:18:00,60
2022-03-17 14:19:00,61
2022-03-17 14:20:00,60
2022-03-17 14:21:00,61
2022-03-17 14:22:00,59
2022-03-17 14:23:00,60
2022-03-17 14:24:00,61
2022-03-17 14:25:00,62
2022-03-17 14:26:00,62
2022-03-17 14:27:00,64
2022-03-17 14:28:00,61
2022-03-17 14:29:00,58
2022-03-17 14:30:00,62
2022-03-17 14:31:00,61
2022-03-17 14:32:00,60
2022-03-17 14:33:00,60
2022-03-17 14:34:00,63
2022-03-17 14:35:00,61
2022-03-17 14:36:00,60
2022-03-17 14:37:00,60
2022-03-17 14:38:00,61
2022-03-17 14:39:00,61
2022-03-17 14:40:00,56
2022-03-17 14:41:00,64
2022-03-17 15:13:00,62
2022-03-17 15:14:00,58
2022-03-17 15:15:00,58
2022-03-17 15:16:00,60
2022-03-17 15:17:00,60
2022-03-17 15:18:00,60
2022-03-17 15:19:00,62
2022-03-17 15:20:00,58
2022-03-17 15:21:00,61
2022-03-17 16:42:00,60
2022-03-17 16:43:00,59
2022-03-17 16:44:00,61
2022-03-17 16:45:00,61
2022-03-17 16:46:00,60
2022-03-17 16:47:00,63
2022-03-17 16:48:00,58
2022-03-17 16:49:00,58
2022-03-17 16:50:00,61
2022-03-17 16:51:00,58
2022-03-17 17:13:00,61
2022-03-17 17:14:00,59
2022-03-17 17:15:00,58
2022-03-17 17:16:00,62
2022-03-17 17:17:00,59
2022-03-17 17:18:00,55
2022-03-17 17:19:00,59
2022-03-17 17:20:00,61
2022-03-17 17:21:00,60
2022-03-17 17:22:00,61
2022-03-17 18:23:00,60
2022-03-17 18:24:00,57
2022-03-17 18:25:00,55
2022-03-17 18:26:00,59
2022-03-17 18:27:00,58
2022-03-17 18:28:00,55
2022-03-17 18:29:00,60
2022-03-17 18:30:00,57
2022-03-17 18:31:00,56
2022-03-17 18:32:00,57
2022-03-17 18:33:00,60
2022-03-17 18:34:00,56
2022-03-17 18:35:00,59
2022-03-17 18:36:00,64
2022-03-17 18:37:00,59
2022-03-17 18:38:00,57
2022-03-17 18:39:00,61
2022-03-17 18:40:00,59
2022-03-17 18:41:00,57
2022-03-17 18:42:00,60
2022-03-17 18:43:00,57
2022-03-17 18:44:00,53
2022-03-17 18:45:00,62
2022-03-17 18:46:00,60
2022-03-17 18:47:00,55
2022-03-17 18:48:00,62
2022-03-17 18:49:00,58
2022-03-17 18:50:00,56
2022-03-17 18:51:00,61
2022-03-17 19:02:00,57
2022-03-17 19:03:00,57
2022-03-17 19:04:00,60
2022-03-17 19:05:00,57
2022-03-17 19:07:00,53
2022-03-17 19:08:00,61
2022-03-17 19:09:00,57
2022-03-17 19:10:00,53
2022-03-17 19:11:00,60
2022-03-17 19:12:00,61
2022-03-17 20:32:00,57
2022-03-17 20:33:00,58
2022-03-17 20:34:00,57
2022-03-17 20:35:00,55
2022-03-17 20:36:00,57
2022-03-17 20:37:00,57
2022-03-17 20:38:00,56
2022-03-17 20:39:00,58
2022-03-17 20:40:00,57
2022-03-17 20:41:00,55
2022-03-17 21:13:00,57
2022-03-17 21:14:00,56
2022-03-17 21:15:00,51
2022-03-17 21:16:00,57
2022-03-17 21:17:00,55
2022-03-17 21:18:00,53
2022-03-17 21:19:00,55
2022-03-17 21:20:00,55
2022-03-17 21:21:00,53
2022-03-17 21:22:00,53

